0.138888888888889,0.772727272727273,0.27536231884058,0.08,0
0.555555555555555,0.613636363636364,0.710144927536232,0.72,2
0.75,0.727272727272727,0.681159420289855,0.56,1
0.194444444444444,0.454545454545455,0.507246376811594,0.4,1
0.138888888888889,0.704545454545454,0.231884057971014,0.08,0
0.666666666666667,0.681818181818182,0.753623188405797,0.92,2
0.722222222222222,0.704545454545454,0.739130434782609,0.92,2
0.611111111111111,0.727272727272727,0.739130434782609,0.8,2
0.583333333333333,0.704545454545454,0.797101449275362,0.72,2
0.416666666666667,0.909090909090909,0.173913043478261,0.08,0
0.416666666666667,0.613636363636364,0.594202898550725,0.4,1
0.666666666666667,0.568181818181818,0.840579710144927,0.72,2
0.527777777777778,0.659090909090909,0.623188405797101,0.52,1
0.305555555555556,0.840909090909091,0.217391304347826,0.08,0
0.25,0.772727272727273,0.202898550724638,0.08,0
0.222222222222222,0.75,0.246376811594203,0.2,0
0.138888888888889,0.681818181818182,0.202898550724638,0.12,0
0.194444444444444,0.522727272727273,0.478260869565217,0.4,1
0.444444444444445,0.727272727272727,0.695652173913043,0.72,1
0.916666666666667,0.681818181818182,0.956521739130435,0.84,2
0.194444444444444,0.818181818181818,0.202898550724638,0.08,0
0.805555555555556,0.818181818181818,0.884057971014493,1,2
0.555555555555555,0.522727272727273,0.63768115942029,0.52,1
0.388888888888889,0.636363636363636,0.652173913043478,0.52,1
0.194444444444444,0.795454545454545,0.188405797101449,0.12,0
0.444444444444445,0.681818181818182,0.739130434782609,0.72,2
0.0833333333333333,0.704545454545454,0.217391304347826,0.08,0
0.555555555555555,0.75,0.681159420289855,0.64,1
0,0.681818181818182,0.159420289855072,0.04,0
0.388888888888889,0.863636363636364,0.246376811594203,0.12,0
0.111111111111111,0.727272727272727,0.188405797101449,0.08,0
0.222222222222222,0.863636363636364,0.217391304347826,0.12,0
0.5,0.659090909090909,0.681159420289855,0.56,1
0.416666666666667,0.613636363636364,0.739130434782609,0.76,2
0.944444444444444,0.863636363636364,0.971014492753623,0.88,2
0.833333333333333,0.659090909090909,0.91304347826087,0.72,2
0.361111111111111,0.659090909090909,0.521739130434783,0.52,1
0.694444444444444,0.681818181818182,0.797101449275362,0.84,2
0.388888888888889,0.636363636363636,0.594202898550725,0.52,1
0.666666666666667,0.75,0.826086956521739,1,2
0.722222222222222,0.704545454545454,0.710144927536232,0.6,1
0.305555555555556,0.772727272727273,0.217391304347826,0.16,0
0.944444444444444,0.681818181818182,0.884057971014493,0.92,2
0.166666666666667,0.568181818181818,0.652173913043478,0.68,2
0.194444444444444,0.75,0.202898550724638,0.08,0
0.944444444444444,0.636363636363636,0.971014492753623,0.8,2
0.472222222222222,0.5,0.72463768115942,0.6,2
0.444444444444445,0.681818181818182,0.608695652173913,0.6,1
0.611111111111111,0.636363636363636,0.666666666666667,0.6,1
0.583333333333333,0.659090909090909,0.623188405797101,0.52,1
0.472222222222222,0.681818181818182,0.695652173913043,0.72,2
0.194444444444444,0.795454545454545,0.231884057971014,0.24,0
0.666666666666667,0.704545454545454,0.681159420289855,0.6,1
0.0833333333333333,0.727272727272727,0.202898550724638,0.08,0
0.416666666666667,0.613636363636364,0.739130434782609,0.76,2
0.361111111111111,0.568181818181818,0.565217391304348,0.44,1
0.166666666666667,0.704545454545454,0.217391304347826,0.04,0
0.555555555555555,0.568181818181818,0.72463768115942,0.76,2
0.305555555555556,0.772727272727273,0.246376811594203,0.08,0
0.333333333333333,0.954545454545454,0.202898550724638,0.08,0
0.555555555555555,0.772727272727273,0.811594202898551,0.96,2
