0.269662921348315,0.35,0.48,0.5,0.352272727272727,0.19,0.313131313131313,0
0.438202247191011,0.41,0.48,0.5,0.590909090909091,0.72,0.757575757575758,1
0.831460674157303,0.47,0.48,0.5,0.568181818181818,0.57,0.424242424242424,7
0.269662921348315,0.57,0.48,0.5,0.715909090909091,0.34,0.434343434343434,0
0.528089887640449,0.46,0.48,0.5,0.704545454545455,0.74,0.777777777777778,4
0.741573033707865,0.86,0.48,0.5,0.386363636363636,0.41,0.363636363636364,7
0.528089887640449,0.47,0.48,0.5,0.25,0.16,0.262626262626263,0
0.382022471910112,0.35,0.48,0.5,0.579545454545455,0.49,0.565656565656566,0
0.382022471910112,0.33,0.48,0.5,0.431818181818182,0.35,0.444444444444444,0
0.550561797752809,0.29,0.48,0.5,0.636363636363636,0.24,0.353535353535354,0
0.662921348314607,0.29,0.48,0.5,0.727272727272727,0.75,0.777777777777778,4
0.831460674157303,0.9,0.48,0.5,0.647727272727273,0.53,0.292929292929293,5
0.280898876404494,0.48,0.48,0.5,0.5,0.17,0.292929292929293,0
0.808988764044944,0.42,0.48,0.5,0.738636363636364,0.77,0.797979797979798,4
0.539325842696629,0.45,0.48,0.5,0.681818181818182,0.78,0.808080808080808,1
0.460674157303371,0.57,0.48,0.5,0.443181818181818,0.21,0.323232323232323,0
0.48314606741573,0.4,0.48,0.5,0.443181818181818,0.28,0.393939393939394,0
0.258426966292135,0.34,0.48,0.5,0.488636363636364,0.26,0.373737373737374,0
0.662921348314607,0.56,0.48,0.5,0.625,0.8,0.828282828282828,1
0.808988764044944,0.86,0.48,0.5,0.193181818181818,0.55,0.212121212121212,7
0.415730337078652,0.47,0.48,0.5,0.443181818181818,0.76,0.797979797979798,1
0.359550561797753,0.39,0.48,0.5,0.602272727272727,0.28,0.383838383838384,7
0.280898876404494,0.37,0.48,0.5,0.465909090909091,0.33,0.424242424242424,0
0.269662921348315,0.41,0.48,0.5,0.556818181818182,0.23,0.343434343434343,0
0.775280898876404,0.66,0.48,0.5,0.465909090909091,0.5,0.252525252525253,7
0.404494382022472,0.41,0.48,0.5,0.545454545454545,0.47,0.545454545454546,0
0.820224719101124,0.26,0.48,0.5,0.647727272727273,0.75,0.787878787878788,4
0.865168539325843,0.57,0.48,0.5,1,0.53,0.202020202020202,5
0.943820224719101,0.54,0.48,0.5,0.852272727272727,0.92,0.707070707070707,4
0.359550561797753,0.42,0.48,0.5,0.397727272727273,0.28,0.383838383838384,0
0.831460674157303,0.7,0.48,0.5,0.75,0.65,0.696969696969697,1
0.808988764044944,0.46,0.48,0.5,0.579545454545455,0.66,0.707070707070707,1
0.325842696629213,0.28,0.48,0.5,0.5,0.23,0.343434343434343,0
0.258426966292135,0.33,0.48,0.5,0.488636363636364,0.33,0.434343434343434,0
0.674157303370787,0.61,0.48,0.5,0.613636363636364,0.67,0.717171717171717,1
0.528089887640449,0.59,0.48,0.5,0.590909090909091,0.76,0.797979797979798,1
0.831460674157303,0.78,0.48,0.5,0.852272727272727,0.54,0.151515151515152,5
0.98876404494382,0.42,0.48,0.5,0.590909090909091,0.73,0.757575757575758,4
0.550561797752809,0.61,1,0.5,0.636363636363636,0.71,0.747474747474748,4
0.741573033707865,0.74,0.48,0.5,0.352272727272727,0.38,0.434343434343434,7
0.910112359550562,0.53,0.48,0.5,0.647727272727273,0.87,0.888888888888889,4
0.752808988764045,0.84,0.48,0.5,0.840909090909091,0.54,0.373737373737374,5
0.337078651685393,0.37,0.48,0.5,0.488636363636364,0.18,0.303030303030303,0
0.719101123595506,0.72,0.48,0.5,0.556818181818182,0.42,0.191919191919192,7
0.707865168539326,0.5,0.48,0.5,0.670454545454545,0.85,0.868686868686869,1
0.966292134831461,0.39,0.48,0.5,0.670454545454545,0.89,0.909090909090909,4
